,Date Created,Number of Likes,Source of Tweet,Tweets
174,2023-01-30 21:56:34+00:00,0,Twitter for iPhone,@JamesThV111 @swiz73 @GBNEWS @benjaminbutter @_HenryBolton @CamillaTominey “Apply”? see how you feel to have to ”apply” to live in your own home.
175,2023-01-30 21:54:57+00:00,1,Twitter for iPhone,"@swiz73 @GBNEWS @benjaminbutter @_HenryBolton @CamillaTominey 90 days in, then I believe it’s 90 days before returning ."
176,2023-01-30 20:51:22+00:00,0,Twitter for iPhone,@reakov85 @DrEliDavid Like when Malhotra published his finest work on vaccines in a Insulin journal?
177,2023-01-30 20:30:27+00:00,0,Twitter for iPhone,@KiddShelleen @TommyRobinsonNS Not with noncey mates like these   https://t.co/hJvfPrgaXg
178,2023-01-30 19:29:50+00:00,0,Twitter for iPhone,"@NeilStrong48 @inbetweeters @healthbyjames Are you fibbing Neil, “all” of them?"
179,2023-01-30 19:29:13+00:00,0,Twitter for iPhone,"@NeilStrong48 @inbetweeters @healthbyjames Hi Neil, Covid gives you myocarditis, links were established well before vaccines were administered."
180,2023-01-30 19:27:49+00:00,0,Twitter for iPhone,@healthbyjames No
181,2023-01-30 19:26:58+00:00,0,Twitter for iPhone,@bodhxsattva @DrAseemMalhotra @RetsefL @elonmusk You pay £8 for an #egotick typical loon.
182,2023-01-30 19:25:27+00:00,0,Twitter for iPhone,"@KiddShelleen @TommyRobinsonNS Let’s hope all these far right Tommeh types are still behind bars, eh lads? https://t.co/hJvfPrgaXg"
183,2023-01-30 19:22:48+00:00,0,Twitter for iPhone,"@JaneHogarth84 @ShanaWorks @PeterSweden7 “Open your eyes”
“There’s none so blind as those who can see”"
184,2023-01-30 19:21:21+00:00,0,Twitter for iPhone,"@ShanaWorks @PeterSweden7 Yeah, controlled through 5G and chem trails !"
185,2023-01-30 06:38:48+00:00,1,Twitter for iPhone,"@ROfiron @LittleScoff Daily Quordle 371
7️⃣4️⃣
🟥8️⃣
https://t.co/NULuuOc7rm Monday can do one."
186,2023-01-30 06:32:01+00:00,0,Twitter for iPhone,"@ROfiron @LittleScoff Wordle 590 X/6
Scenes.
🟨🟨⬜⬜🟩
⬜⬜🟩🟨🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
⬜🟩🟩⬜🟩
🟩🟩🟩⬜🟩"
187,2023-01-30 06:09:52+00:00,0,Twitter for iPhone,"@amunratep @FurFeather3 @RexThando @DrEliDavid Again, bull shit."
188,2023-01-30 06:08:28+00:00,0,Twitter for iPhone,@amunratep @FurFeather3 @RexThando @DrEliDavid It doesn’t quite work like that.
189,2023-01-30 06:07:21+00:00,0,Twitter for iPhone,@StraightGayBi2 @YouthfulScrub @bukster1965 @DrEliDavid Africa has much lower average age.
190,2023-01-30 06:02:45+00:00,0,Twitter for iPhone,@StraightGayBi2 @YouthfulScrub @bukster1965 @DrEliDavid Correlation does not mean causation.
191,2023-01-29 22:32:01+00:00,0,Twitter for iPhone,@YouthfulScrub @StraightGayBi2 @bukster1965 @DrEliDavid Infections were said to be the same as Spain but the younger population deaths seemed to be lower.
192,2023-01-29 22:24:40+00:00,0,Twitter for iPhone,"@StraightGayBi2 @bukster1965 @DrEliDavid Indeed it is, and you’re wrong."
193,2023-01-29 22:18:24+00:00,0,Twitter for iPhone,@Elizabe98989334 @onestep4ward @liz_churchill8 https://t.co/9Whngsda0S
194,2023-01-29 22:17:38+00:00,0,Twitter for iPhone,"@KimSher63749103 @onestep4ward @liz_churchill8 Go on, show us your evidence."
195,2023-01-29 21:32:33+00:00,0,Twitter for iPhone,"@Cat4FreeCanada @DrEliDavid The point being, it’s under review, so shouldn’t be taken too seriously, right?"
196,2023-01-29 21:11:50+00:00,0,Twitter for iPhone,@Cat4FreeCanada @DrEliDavid Is this  a red flag? https://t.co/FJzBxObWnW
197,2023-01-29 20:25:52+00:00,0,Twitter for iPhone,"@CryptoSala @RexThando @DrEliDavid Wow, that’s some conspiracy you have there and there’s me thinking these are just normal people, turns out they’re “77th brigade” #WhoKnew"
198,2023-01-29 20:18:51+00:00,0,Twitter for iPhone,@CryptoSala @RexThando @DrEliDavid I don’t even know what a “mutton” account is?
199,2023-01-29 20:17:58+00:00,0,Twitter for iPhone,@Ottojizzmark CarelessFinger
200,2023-01-29 20:16:17+00:00,0,Twitter for iPhone,@CliveSmartagain @sharky_park @dudleylad1066 Do you find it difficult being this much of an ignorant ount?
